caseid,feelings_life,place_birth_canada,citizenship_status,aboriginal,vis_minority,marital_status,education,self_rated_health,self_rated_mental_health,income_family,income_respondent,number_total_children_intention,is_male
18606,8,Born in Canada,By birth,No,Not a visible minority,Married,7,Very good,4,"$50,000 to $74,999","$25,000 to $49,999",NA,1
18607,10,Born in Canada,By birth,No,Not a visible minority,Married,2,Excellent,5,"$100,000 to $ 124,999","$25,000 to $49,999",NA,1
18608,10,Born in Canada,By birth,No,Not a visible minority,Married,7,Very good,4,"$125,000 and more","$50,000 to $74,999",NA,0
18609,9,Born outside Canada,By naturalization,NA,Not a visible minority,Married,4,Very good,3,"$50,000 to $74,999","Less than $25,000",NA,1
18610,8,Born in Canada,By birth,No,Not a visible minority,Divorced,6,Excellent,5,"$25,000 to $49,999","$25,000 to $49,999",NA,0
18611,8,Born in Canada,By birth,No,Not a visible minority,Married,4,Very good,1,"$75,000 to $99,999","$50,000 to $74,999",NA,1
18612,9,Born outside Canada,By naturalization,NA,Not a visible minority,Married,6,Very good,4,"$75,000 to $99,999","$75,000 to $99,999",0,0
18613,5,Born in Canada,By birth,No,Not a visible minority,Widowed,2,Good,3,"$25,000 to $49,999","$25,000 to $49,999",NA,0
18614,9,Born in Canada,By birth,No,Not a visible minority,Married,6,Excellent,4,"$125,000 and more","$75,000 to $99,999",0,0
18615,8,Born outside Canada,By naturalization,NA,Visible minority,Married,3,Fair,3,"Less than $25,000","Less than $25,000",NA,1
18616,9,Born in Canada,By birth,No,Not a visible minority,Married,3,Good,5,"$25,000 to $49,999","Less than $25,000",NA,0
18617,5,Born in Canada,By birth,No,Not a visible minority,"Single, never married",3,Fair,1,"Less than $25,000","Less than $25,000",NA,0
18618,8,Born in Canada,By birth,No,Not a visible minority,Married,3,Good,3,"$75,000 to $99,999","$25,000 to $49,999",NA,0
18619,7,Born in Canada,By birth,No,Not a visible minority,Widowed,7,Good,3,"$25,000 to $49,999","$25,000 to $49,999",NA,0
18620,9,Born in Canada,By birth,No,Not a visible minority,Married,2,Excellent,5,"$75,000 to $99,999","Less than $25,000",NA,1
18621,6,Born in Canada,By birth,No,Not a visible minority,"Single, never married",3,Excellent,3,"$50,000 to $74,999","$50,000 to $74,999",0,0
18622,9,Born in Canada,By birth,No,Not a visible minority,Married,7,Very good,4,"$125,000 and more","$25,000 to $49,999",0,0
18623,8,Born outside Canada,By naturalization,NA,Not a visible minority,Married,2,Very good,5,"$75,000 to $99,999","Less than $25,000",NA,0
18624,10,Born in Canada,By birth,Yes,Not a visible minority,Separated,1,Good,3,"$25,000 to $49,999","$25,000 to $49,999",NA,1
18625,1,Born in Canada,By birth,No,Not a visible minority,Divorced,3,Excellent,3,"$25,000 to $49,999","$25,000 to $49,999",NA,0
18626,8,Born in Canada,By birth,No,Not a visible minority,Married,2,Good,3,"$25,000 to $49,999","$25,000 to $49,999",NA,1
18627,9,Born in Canada,By birth,No,Not a visible minority,Married,5,Excellent,4,"$50,000 to $74,999","$25,000 to $49,999",NA,1
18628,7,Born in Canada,By birth,No,Not a visible minority,Married,5,Good,3,"$125,000 and more","$50,000 to $74,999",2,1
18629,9,Born outside Canada,By naturalization,NA,Visible minority,Widowed,2,Very good,3,"$25,000 to $49,999","$25,000 to $49,999",NA,0
18630,6,Born in Canada,By birth,No,Not a visible minority,"Single, never married",1,Fair,3,"Less than $25,000","Less than $25,000",NA,0
18631,9,Born in Canada,By birth,No,Not a visible minority,Married,3,Very good,4,"$100,000 to $ 124,999","$50,000 to $74,999",0,1
18632,10,Born outside Canada,By naturalization,NA,Visible minority,"Single, never married",2,Good,3,"$25,000 to $49,999","$25,000 to $49,999",NA,1
18633,7,Born outside Canada,By naturalization,NA,Not a visible minority,Married,6,Good,1,"$125,000 and more","$50,000 to $74,999",NA,0
18634,9,Born in Canada,By birth,No,Not a visible minority,Married,6,Very good,4,"$75,000 to $99,999","$50,000 to $74,999",NA,1
18635,8,Born outside Canada,By naturalization,NA,Visible minority,Married,7,Very good,4,"$125,000 and more","$25,000 to $49,999",NA,0
18636,7,Born in Canada,By birth,No,Visible minority,"Single, never married",7,Good,4,"$125,000 and more","$125,000 and more",1,0
18637,8,Born in Canada,By birth,No,Not a visible minority,"Single, never married",6,Very good,4,"$50,000 to $74,999","$50,000 to $74,999",NA,1
18638,10,Born in Canada,By birth,No,Not a visible minority,Widowed,3,Very good,4,"$25,000 to $49,999","$25,000 to $49,999",NA,0
18639,10,Born outside Canada,By naturalization,NA,Visible minority,Married,3,Good,3,"$75,000 to $99,999","$25,000 to $49,999",NA,1
18640,8,Born in Canada,By birth,No,Not a visible minority,Divorced,6,Excellent,5,"$125,000 and more","$125,000 and more",NA,1
18641,10,Born in Canada,By birth,No,Not a visible minority,"Single, never married",6,Very good,3,"$25,000 to $49,999","Less than $25,000",0,0
18642,8,Born in Canada,By birth,No,Not a visible minority,"Single, never married",6,Very good,4,"Less than $25,000","Less than $25,000",0,0
18643,10,Born in Canada,By birth,No,Not a visible minority,Divorced,4,Very good,3,"$25,000 to $49,999","$25,000 to $49,999",NA,1
18644,8,Born in Canada,By birth,No,Not a visible minority,Married,3,Good,3,"$25,000 to $49,999","$25,000 to $49,999",NA,1
18645,8,Born outside Canada,By naturalization,NA,Not a visible minority,Married,3,Excellent,5,"$100,000 to $ 124,999","$25,000 to $49,999",NA,0
18646,10,Born in Canada,By birth,No,Not a visible minority,Married,2,Good,4,"$50,000 to $74,999","$25,000 to $49,999",NA,0
18647,7,Born in Canada,By birth,Don't know,Not a visible minority,Living common-law,5,Very good,3,"$50,000 to $74,999","$25,000 to $49,999",0,1
18648,9,Born outside Canada,By naturalization,NA,Not a visible minority,Married,5,Very good,4,"$75,000 to $99,999","$50,000 to $74,999",NA,1
18649,9,Born in Canada,By birth,No,Not a visible minority,Married,2,Good,4,"$75,000 to $99,999","$25,000 to $49,999",2,1
18650,9,Born in Canada,By birth,No,Not a visible minority,Married,1,Good,3,"$25,000 to $49,999","Less than $25,000",NA,1
18651,9,Born outside Canada,By naturalization,NA,Visible minority,"Single, never married",2,Excellent,1,"$50,000 to $74,999","$50,000 to $74,999",NA,1
18652,9,Born outside Canada,By naturalization,NA,Not a visible minority,Married,2,Fair,5,"$125,000 and more","$25,000 to $49,999",NA,1
18653,9,Born outside Canada,NA,NA,Don't know,Married,6,Very good,4,"$125,000 and more","$75,000 to $99,999",0,1
18654,10,Born in Canada,By birth,Yes,Not a visible minority,Married,3,Very good,4,"$75,000 to $99,999","$25,000 to $49,999",NA,0
18655,6,Born in Canada,By birth,No,Not a visible minority,Widowed,3,Very good,4,"Less than $25,000","Less than $25,000",NA,0
18656,7,Born in Canada,By birth,No,Not a visible minority,Married,7,Very good,4,"$50,000 to $74,999","$25,000 to $49,999",0,1
18657,8,Born in Canada,By birth,No,Not a visible minority,"Single, never married",2,Very good,3,"Less than $25,000","Less than $25,000",3,1
18658,7,Born in Canada,By birth,No,Not a visible minority,"Single, never married",2,Very good,4,"Less than $25,000","Less than $25,000",NA,1
18659,8,Born in Canada,By birth,No,Not a visible minority,Married,6,Good,5,"$125,000 and more","$50,000 to $74,999",NA,0
18660,8,Born in Canada,By birth,No,Not a visible minority,Living common-law,2,Good,3,"$75,000 to $99,999","$25,000 to $49,999",3,1
18661,10,Born in Canada,By birth,No,Not a visible minority,Married,2,Excellent,5,"$25,000 to $49,999","Less than $25,000",NA,0
18662,8,Born in Canada,By birth,No,Not a visible minority,Living common-law,7,Excellent,5,"$125,000 and more","$50,000 to $74,999",0,0
18663,7,Born in Canada,By birth,No,Not a visible minority,Married,6,Very good,3,"$125,000 and more","$75,000 to $99,999",NA,0
18664,10,Born in Canada,By birth,No,Not a visible minority,Living common-law,4,Very good,5,"$75,000 to $99,999","$25,000 to $49,999",0,0
18665,10,Born in Canada,By birth,No,Not a visible minority,Married,2,Excellent,5,"$25,000 to $49,999","Less than $25,000",NA,0
18666,7,Born in Canada,By birth,No,Not a visible minority,"Single, never married",6,Very good,4,"$125,000 and more","Less than $25,000",2,0
18667,2,Born in Canada,By birth,Yes,Not a visible minority,Married,3,Poor,3,"Less than $25,000","Less than $25,000",NA,0
18668,9,Born in Canada,By birth,No,Not a visible minority,Married,7,Excellent,3,"$125,000 and more","$50,000 to $74,999",0,0
18669,7,Born in Canada,By birth,No,Not a visible minority,Divorced,3,Very good,4,"$75,000 to $99,999","$75,000 to $99,999",NA,0
18670,8,Born in Canada,By birth,No,Not a visible minority,Living common-law,3,Very good,4,"$25,000 to $49,999","Less than $25,000",NA,0
18671,5,Born outside Canada,By naturalization,NA,Not a visible minority,Married,6,Very good,3,"$25,000 to $49,999","$25,000 to $49,999",0,0
18672,9,Born in Canada,By birth,No,Not a visible minority,Married,6,Excellent,5,"$100,000 to $ 124,999","Less than $25,000",NA,0
18673,9,Born outside Canada,By naturalization,NA,Visible minority,Married,6,Fair,2,"$50,000 to $74,999","Less than $25,000",NA,1
18674,10,Born in Canada,By birth,Yes,Not a visible minority,Divorced,6,Excellent,5,"$125,000 and more","$125,000 and more",NA,0
18675,8,Born in Canada,By birth,No,Not a visible minority,Widowed,2,Good,4,"Less than $25,000","Less than $25,000",NA,0
18676,9,Born in Canada,By birth,No,Not a visible minority,Divorced,1,Fair,4,"$25,000 to $49,999","$25,000 to $49,999",NA,1
18677,7,Born in Canada,By birth,No,Not a visible minority,Divorced,3,Fair,3,"$50,000 to $74,999","$50,000 to $74,999",NA,0
18678,10,Born in Canada,By birth,No,Visible minority,"Single, never married",1,Excellent,4,"$125,000 and more","Less than $25,000",3,1
18679,10,Born outside Canada,By naturalization,NA,Visible minority,Married,5,Good,3,"$75,000 to $99,999","$75,000 to $99,999",0,1
18680,10,Born in Canada,By birth,No,Not a visible minority,Widowed,6,Excellent,5,"$75,000 to $99,999","$75,000 to $99,999",NA,1
18681,7,Born in Canada,By birth,No,Not a visible minority,Married,3,Very good,4,"$50,000 to $74,999","$25,000 to $49,999",0,1
18682,8,Born in Canada,By birth,No,Not a visible minority,Widowed,3,Very good,4,"Less than $25,000","Less than $25,000",NA,0
18683,10,Born in Canada,By birth,No,Not a visible minority,Married,1,Very good,4,"$50,000 to $74,999","Less than $25,000",NA,0
18684,6,Born outside Canada,By naturalization,NA,Visible minority,"Single, never married",3,Excellent,5,"$25,000 to $49,999","Less than $25,000",3,0
18685,5,Born outside Canada,By naturalization,NA,Not a visible minority,"Single, never married",4,Good,5,"Less than $25,000","Less than $25,000",2,1
18686,8,Born outside Canada,NA,NA,Visible minority,Married,6,Good,3,"$25,000 to $49,999","Less than $25,000",0,1
18687,10,Born in Canada,By birth,No,Not a visible minority,Living common-law,2,Very good,5,"$50,000 to $74,999","Less than $25,000",2,1
18688,9,Born in Canada,By birth,No,Not a visible minority,Living common-law,3,Very good,4,"$125,000 and more","$25,000 to $49,999",0,0
18689,8,Born in Canada,By birth,Yes,Not a visible minority,Living common-law,3,Very good,3,"$125,000 and more","$25,000 to $49,999",0,0
18690,10,Born outside Canada,By naturalization,NA,Visible minority,Married,7,Excellent,5,"$50,000 to $74,999","Less than $25,000",2,0
18691,7,Born in Canada,By birth,No,Not a visible minority,Married,3,Good,4,"$125,000 and more","$50,000 to $74,999",NA,0
18692,9,Born outside Canada,NA,No,Not a visible minority,Married,7,Good,5,"$125,000 and more","$75,000 to $99,999",NA,0
18693,8,Born outside Canada,By naturalization,NA,Visible minority,NA,7,Good,3,"$100,000 to $ 124,999","$100,000 to $ 124,999",NA,0
18694,8,Born in Canada,By birth,No,Not a visible minority,"Single, never married",2,Good,3,"$125,000 and more","Less than $25,000",3,1
18695,7,Born in Canada,By birth,No,Not a visible minority,Divorced,2,Good,4,"$50,000 to $74,999","$50,000 to $74,999",NA,1
18696,8,Born in Canada,By birth,No,Not a visible minority,Married,1,Good,3,"$75,000 to $99,999","$25,000 to $49,999",0,1
18697,7,Born outside Canada,By naturalization,NA,Not a visible minority,Separated,3,Good,3,"Less than $25,000","Less than $25,000",NA,1
18698,8,Born in Canada,By birth,No,Not a visible minority,Divorced,1,Good,3,"$25,000 to $49,999","$25,000 to $49,999",NA,0
18699,8,Born in Canada,By birth,No,Not a visible minority,Married,1,Good,4,"$25,000 to $49,999","Less than $25,000",NA,0
18700,10,Born in Canada,By birth,No,Not a visible minority,Married,2,Excellent,5,"$125,000 and more","$125,000 and more",NA,0
18701,8,Born in Canada,By birth,No,Not a visible minority,Divorced,1,Very good,4,"$50,000 to $74,999","$50,000 to $74,999",0,0
18702,9,Born in Canada,By birth,No,Not a visible minority,Married,3,Fair,5,"$75,000 to $99,999","$50,000 to $74,999",2,0
18703,9,Born in Canada,By birth,No,Not a visible minority,Married,2,Excellent,5,"$100,000 to $ 124,999","$50,000 to $74,999",NA,1
18704,7,Born in Canada,By birth,Yes,Not a visible minority,Living common-law,3,Poor,1,"Less than $25,000","Less than $25,000",0,0
18705,7,Born in Canada,By birth,No,Not a visible minority,Married,2,Good,5,"$25,000 to $49,999","$25,000 to $49,999",NA,1
18706,8,Born in Canada,By birth,Yes,Not a visible minority,Divorced,1,Poor,3,"Less than $25,000","Less than $25,000",NA,0
18707,10,Born in Canada,By birth,No,Not a visible minority,Married,2,Very good,3,"$50,000 to $74,999","$25,000 to $49,999",NA,1
18708,6,Born in Canada,By birth,No,Not a visible minority,Married,6,Good,3,"$125,000 and more","$75,000 to $99,999",NA,1
18709,10,Born in Canada,By birth,No,Not a visible minority,Married,1,Good,4,"$25,000 to $49,999","Less than $25,000",NA,1
18710,9,Born outside Canada,By birth,No,Not a visible minority,Married,4,Excellent,4,"$50,000 to $74,999","$25,000 to $49,999",0,1
18711,8,Born in Canada,By birth,No,Not a visible minority,"Single, never married",4,Excellent,5,"$50,000 to $74,999","$50,000 to $74,999",1,1
18712,5,Born outside Canada,By naturalization,No,Not a visible minority,Married,6,Fair,3,"$125,000 and more","$50,000 to $74,999",NA,0
18713,10,Born outside Canada,By naturalization,NA,Not a visible minority,Widowed,6,Excellent,5,"$25,000 to $49,999","$25,000 to $49,999",NA,0
18714,7,Born in Canada,By birth,No,Not a visible minority,Divorced,4,Excellent,4,"$25,000 to $49,999","$25,000 to $49,999",NA,1
18715,9,Born in Canada,By birth,No,Not a visible minority,Married,6,Very good,5,"$125,000 and more","$75,000 to $99,999",NA,0
18716,8,Born in Canada,By birth,No,Not a visible minority,"Single, never married",2,Very good,4,"$125,000 and more","Less than $25,000",3,0
18717,9,Born outside Canada,NA,NA,Not a visible minority,Living common-law,7,Good,4,"$50,000 to $74,999","$50,000 to $74,999",2,1
18718,9,Born in Canada,By birth,No,Not a visible minority,"Single, never married",4,Very good,5,"$100,000 to $ 124,999","$50,000 to $74,999",2,0
18719,8,Born in Canada,By birth,No,Not a visible minority,Married,3,Excellent,4,"Less than $25,000","Less than $25,000",0,0
18720,10,Born in Canada,By birth,No,Not a visible minority,Living common-law,NA,Very good,5,"$125,000 and more","$75,000 to $99,999",NA,0
18721,5,Born outside Canada,By naturalization,NA,Visible minority,Married,3,Excellent,4,"$50,000 to $74,999","$50,000 to $74,999",2,1
18722,9,Born in Canada,By birth,Yes,Not a visible minority,Divorced,2,Excellent,4,"$100,000 to $ 124,999","$50,000 to $74,999",NA,1
18723,8,Born in Canada,By birth,No,Not a visible minority,Married,5,Very good,4,"$125,000 and more","$75,000 to $99,999",NA,1
18724,8,Born in Canada,By birth,No,Not a visible minority,Widowed,1,Fair,1,"$25,000 to $49,999","Less than $25,000",NA,0
18725,7,Born in Canada,By birth,No,Not a visible minority,"Single, never married",3,Don't know,3,"Less than $25,000","Less than $25,000",NA,0
18726,5,Born in Canada,By birth,Yes,Not a visible minority,Married,3,Good,3,"$50,000 to $74,999","Less than $25,000",NA,0
18727,5,Born in Canada,By birth,No,Not a visible minority,Widowed,2,Fair,3,"$25,000 to $49,999","$25,000 to $49,999",NA,0
18728,10,Born outside Canada,By naturalization,NA,Not a visible minority,Married,6,Very good,5,"$50,000 to $74,999","Less than $25,000",NA,1
18729,8,Born outside Canada,By naturalization,NA,Visible minority,Married,2,Good,3,"$75,000 to $99,999","$25,000 to $49,999",NA,1
18730,10,Born in Canada,By birth,No,Not a visible minority,Married,7,Excellent,5,"$50,000 to $74,999","$25,000 to $49,999",NA,1
18731,9,Born in Canada,By birth,No,Not a visible minority,Married,2,Very good,5,"$50,000 to $74,999","$50,000 to $74,999",0,1
18732,4,Born outside Canada,NA,NA,Visible minority,Married,7,Good,2,"$75,000 to $99,999","$25,000 to $49,999",2,0
18733,8,Born in Canada,By birth,No,Not a visible minority,Widowed,4,Very good,1,"$25,000 to $49,999","$25,000 to $49,999",NA,1
18734,8,Born in Canada,By birth,No,Visible minority,"Single, never married",6,Excellent,4,"$125,000 and more","$25,000 to $49,999",2,0
18735,10,Born in Canada,By birth,No,Not a visible minority,Married,2,Very good,5,"$125,000 and more","$50,000 to $74,999",NA,0
18736,8,Born outside Canada,NA,NA,Visible minority,Living common-law,3,Excellent,5,"$50,000 to $74,999","$25,000 to $49,999",2,0
18737,8,Born in Canada,By birth,No,Not a visible minority,Married,4,Very good,3,"$50,000 to $74,999","$25,000 to $49,999",2,0
